Full_Address,Address_Lat,Address_Lng
"8800 Mira Mesa Blvd, San Diego, CA 92126, USA",32.9132927,-117.134542
"6800 El Cajon Blvd, San Diego, CA 92115, USA",32.7686782,-117.0514763
"Hamilton St, San Diego, CA, USA",32.7572716,-117.1363689
"9800 Aero Dr, San Diego, CA 92123, USA",32.8092986,-117.1176775
"11300 Sorrento Valley Rd, San Diego, CA 92121, USA",32.9079167,-117.2287078
"600 Pennsylvania Ave, San Diego, CA 92103, USA",32.7451388,-117.1595417
"7200 Mohawk St, San Diego, CA 92115, USA",32.76985020000001,-117.0426524
"4230 El Cajon Blvd, San Diego, CA 92105, USA",32.7553657,-117.1038673
"5300 Balboa Ave, San Diego, CA 92117, USA",32.8196556,-117.1825983
"1200 Garnet Ave, San Diego, CA 92109, USA",32.7985546,-117.2480918
"7700 Jackson Dr, San Diego, CA 92119, USA",32.806621,-117.0486622
"2800 Via De La Valle, Del Mar, CA 92014, USA",32.9811414,-117.2475247
"8600 Glenhaven St, San Diego, CA 92123, USA",32.8057965,-117.1425258
"6100 Balboa Ave, San Diego, CA 92111, USA",32.8203967,-117.1760625
"8500 Aero Dr, San Diego, CA 92123, USA",32.8097163,-117.1444965
"4200 49th St, San Diego, CA 92115, USA",32.7531051,-117.0890537
"1300 S 28th St, San Diego, CA 92113, USA",32.6927889,-117.1337946
"800 W Grape St, San Diego, CA 92101, USA",32.7253068,-117.1699741
"10300 Friars Rd, San Diego, CA 92120, USA",32.7910835,-117.1014638
"8900 Twin Trails Dr, San Diego, CA 92129, USA",32.961855,-117.134039
"6200 Carmel Valley Rd, San Diego, CA 92130, USA",32.9650633,-117.1854688
"7600 Linda Vista Rd, San Diego, CA 92111, USA",32.800933,-117.1581875
"5400 Imperial Ave, San Diego, CA 92114, USA",32.7070865,-117.0787924
"1400 Garnet Ave, San Diego, CA 92109, USA",32.7991845,-117.2444118
"Brooklyn Ave, San Diego, CA 92114, USA",32.7131453,-117.0598748
"3700 Voltaire St, San Diego, CA 92107, USA",32.7401125,-117.2289768
"4200 50th St, San Diego, CA 92115, USA",32.7530871,-117.0869014
"8000 Girard Ave, La Jolla, CA 92037, USA",32.8479377,-117.2742971
"1300 Tenth Ave, San Diego, CA 92101, USA",32.7188864,-117.1556631
"4600 Seminole Dr, San Diego, CA 92115, USA",32.7606247,-117.0611821
"4000 Beyer Blvd, San Diego, CA 92173, USA",32.5584324,-117.0480235
"1000 W Briarfield Dr, San Diego, CA 92109, USA",32.7915752,-117.2499857
"6600 Mission Gorge Rd, San Diego, CA 92120, USA",32.7929621,-117.0976147
"Friars Rd, San Diego, CA, USA",32.7747497,-117.1538667
"9800 Carroll Canyon Rd, San Diego, CA 92131, USA",32.9043578,-117.1146682
"Bernardo Center Dr, San Diego, CA, USA",33.0108171,-117.0858117
"3200 University Ave, San Diego, CA 92104, USA",32.748638,-117.1249733
"900 F St, San Diego, CA 92101, USA",32.713837,-117.156075
"7600 Carroll Rd, San Diego, CA 92121, USA",32.8852803,-117.1575417
"2100 Imperial Ave, San Diego, CA 92102, USA",32.7062866,-117.1448991
"1100 W Morena Blvd, San Diego, CA 92110, USA",32.7672006,-117.2001285
"4000 University Ave, San Diego, CA 92105, USA",32.7497451,-117.1093008
"18400 W Bernardo Dr, San Diego, CA 92127, USA",33.0463021,-117.0736773
"4500 Viewridge Ave, San Diego, CA 92123, USA",32.8225493,-117.1250963
"7600 Fay Ave, La Jolla, CA 92037, USA",32.841966,-117.2747193
"I-15, San Diego, CA, USA",32.7083834,-117.1201054
"6300 Miramar Rd, San Diego, CA 92121, USA",32.8781719,-117.1786781
"8200 Gilman Dr, La Jolla, CA 92093, USA",32.8775777,-117.2337461
"8400 Mira Mesa Blvd, San Diego, CA 92126, USA",32.9130653,-117.1428028
"4400 El Cajon Blvd, San Diego, CA 92115, USA",32.7552984,-117.1001757
"2000 Camino Del Este, San Diego, CA 92108, USA",32.770943,-117.1442072
"4000 32nd St, San Diego, CA 92104, USA",32.75038,-117.1252491
"12600 Del Vino Ct, San Diego, CA 92130, USA",32.9445493,-117.1833183
"1000 University Ave, San Diego, CA 92103, USA",32.7484901,-117.1551906
"2500 A St, San Diego, CA 92102, USA",32.7189487,-117.1403095
"9900 Reagan Rd, San Diego, CA 92126, USA",32.9091774,-117.1471338
"2200 Ocean View Blvd, San Diego, CA 92113, USA",32.7021329,-117.1353225
"4400 W Point Loma Blvd, San Diego, CA 92107, USA",32.7524457,-117.2308802
"4000 Euclid Ave, San Diego, CA 92105, USA",32.7495691,-117.0924988
"3000 Market St, San Diego, CA 92102, USA",32.7116548,-117.1302053
"W Hawthorn St, San Diego, CA 92101, USA",32.7265792,-117.1687879
"200 S 31st St, San Diego, CA 92113, USA",32.7043266,-117.1273518
"4800 El Cajon Blvd, San Diego, CA 92115, USA",32.7561975,-117.0911422
"12500 Oaks N Dr, San Diego, CA 92128, USA",33.0330897,-117.0598999
"8600 Villa La Jolla Dr, La Jolla, CA 92037, USA",32.8648151,-117.2351865
"Convoy St, San Diego, CA 92111, USA",32.8267594,-117.1542287
"11200 Del Diablo St, San Diego, CA 92129, USA",32.9835673,-117.0898423
"2000 Camino Del Rio N, San Diego, CA 92108, USA",32.7701911,-117.1426887
"4000 Genesee Ave, San Diego, CA 92111, USA",32.8157735,-117.1801612
"4700 El Cajon Blvd, San Diego, CA 92115, USA",32.7559604,-117.0929375
"4000 Cottonwood St, San Diego, CA 92113, USA",32.685055,-117.107697
"3000 Logan Ave, San Diego, CA 92113, USA",32.6970016,-117.1294594
"3300 Florida Dr, San Diego, CA 92103, USA",32.7397881,-117.1437069
"3200 University Ave, San Diego, CA 92104, USA",32.748638,-117.1249733
"4900 Coronado Ave, San Diego, CA 92107, USA",32.7415761,-117.2529753
"2200 Bacon St, San Diego, CA 92107, USA",32.7520474,-117.246619
"3200 El Cajon Blvd, San Diego, CA 92104, USA",32.7554146,-117.1257773
"2700 El Cajon Blvd, San Diego, CA 92104, USA",32.755384,-117.1351374
"4000 Texas St, San Diego, CA 92104, USA",32.7504303,-117.1388119
"11th Ave, San Diego, CA, USA",32.7128957,-117.1546761
"13700 Old El Camino Real, San Diego, CA 92130, USA",32.966956,-117.231897
"8500 Golden Ridge Rd, Lakeside, CA 92040, USA",32.8297496,-116.9365123
"1200 Manzana Way, San Diego, CA 92139, USA",32.6904059,-117.0251481
"600 Picador Blvd, San Diego, CA 92154, USA",32.5819054,-117.0614477
"600 Saturn Blvd, San Diego, CA 92154, USA",32.5858042,-117.0926944
"300 W Laurel St, San Diego, CA 92101, USA",32.7313641,-117.1657557
"1400 Pacific Beach Dr, San Diego, CA 92109, USA",32.793358,-117.242813
"10400 Friars Rd, San Diego, CA 92120, USA",32.7906119,-117.0995984
"3700 Swift Ave, San Diego, CA 92104, USA",32.7463227,-117.1195902
"3800 35th St, San Diego, CA 92104, USA",32.7478975,-117.118099
"4900 Waring Rd, San Diego, CA 92120, USA",32.7825294,-117.08713
"4200 Menlo Ave, San Diego, CA 92115, USA",32.753155,-117.0943973
"10200 Black Mountain Rd, San Diego, CA 92126, USA",32.9027456,-117.1241047
"1000 Myrtle Way, San Diego, CA 92103, USA",32.7415995,-117.1533859
"2800 Garnet Ave, San Diego, CA 92109, USA",32.8061675,-117.2189142
"4000 San Juan Rd, San Diego, CA 92103, USA",32.7510939,-117.1907158
"4000 La Jolla Village Dr, La Jolla, CA 92037, USA",32.871106,-117.220325
"Frontera Internacional, San Diego, CA, United States",32.5511126,-116.9267478
"300 47th St, San Diego, CA 92102, USA",32.7074147,-117.0936481
"6700 Balboa Ave, San Diego, CA 92117, USA",32.820616,-117.1700309
"16900 Pomerado Rd, San Diego, CA 92128, USA",33.0186411,-117.0609958
"8600 Jade Coast Dr, San Diego, CA 92126, USA",32.90244,-117.1382694
"4000 Twiggs St, San Diego, CA 92110, USA",32.7533543,-117.195849
"4900 Marlborough Dr, San Diego, CA 92116, USA",32.7667594,-117.1062845
"7000 Navajo Rd, San Diego, CA 92119, USA",32.803977,-117.0460172
"8400 Cam Santa Fe, San Diego, CA 92127, USA",33.0330208,-117.1237446
"2200 Torrey Pines Ln, La Jolla, CA 92037, USA",32.8501729,-117.2536347
"4600 Mission Blvd, San Diego, CA 92109, USA",32.797378,-117.2559917
"2500 G St, San Diego, CA 92102, USA",32.7126819,-117.1402562
"5400 Balboa Ave, San Diego, CA 92117, USA",32.81941380000001,-117.1818713
"6900 Miramar Rd, San Diego, CA 92121, USA",32.8786463,-117.1680155
"3500 Lebon Dr, San Diego, CA 92122, USA",32.8688576,-117.2249336
"5800 University Ave, San Diego, CA 92115, USA",32.7492955,-117.0729412
"S 31st St, San Diego, CA 92113, USA",32.699626,-117.1273412
"400 Elm St, San Diego, CA 92101, USA",32.724075,-117.1611481
"2100 Cable St, San Diego, CA 92107, USA",32.7491779,-117.2464466
"16100 Bernardo Center Dr, San Diego, CA 92127, USA",33.008182,-117.0888085
"3800 Chamoune Ave, San Diego, CA 92105, USA",32.7477308,-117.0966072
"1800 Carol St, San Diego, CA 92154, USA",32.5870351,-117.0955198
"3800 31st St, San Diego, CA 92104, USA",32.7475529,-117.1273615
"9300 Mira Mesa Blvd, San Diego, CA 92126, USA",32.9172417,-117.1247601
"Hillside Dr, San Diego, CA 92037, USA",32.8445141,-117.2559069
"200 Euclid Ave, San Diego, CA 92114, USA",32.7059215,-117.0850749
"1000 Lincoln Ave, San Diego, CA 92103, USA",32.7522205,-117.1552121
"5400 Montezuma Rd, San Diego, CA 92115, USA",32.7710073,-117.0787915
"12300 Carmel Mountain Rd, San Diego, CA 92128, USA",32.9871368,-117.0756713
"1600 F St, San Diego, CA 92101, USA",32.7136686,-117.1494757
"11700 Carmel Mountain Rd, San Diego, CA 92128, USA",32.980523,-117.0799529
"4400 Genesee Ave, San Diego, CA 92117, USA",32.8231378,-117.184624
"1200 11th Ave, San Diego, CA 92101, USA",32.7178395,-117.1547363
"3900 Townsgate Dr, San Diego, CA 92130, USA",32.9517167,-117.2313259
"12500 Oaks N Dr, San Diego, CA 92128, USA",33.0330897,-117.0598999
"S 28th St, San Diego, CA, USA",32.6982843,-117.1338311
"400 S 30th St, San Diego, CA 92113, USA",32.7022255,-117.1294815
"1800 Palm Ave, San Diego, CA 92154, USA",32.5839078,-117.0948504
"4300 Orange Ave, San Diego, CA 92105, USA",32.7531916,-117.1019355
"4500 Riviera Shores St, San Diego, CA 92154, USA",32.5729003,-117.0375689
"9800 Genesee Ave, La Jolla, CA 92037, USA",32.8808306,-117.2182131
"Comerica Bank Building, 600 B St, San Diego, CA 92101, USA",32.718147,-117.1585979
"3700 Clairemont Dr, San Diego, CA 92117, USA",32.8082595,-117.201512
"2200 Paseo De Las Americas, San Diego, CA 92154, USA",32.55860080000001,-116.9360601
"5400 University Ave, San Diego, CA 92105, USA",32.7488508,-117.0793745
"1300 47th St, San Diego, CA 92102, USA",32.7186585,-117.0935586
"50 15th St, San Diego, CA 92101, USA",32.7059075,-117.1503471
"6200 College Ave, San Diego, CA 92120, USA",32.7893609,-117.0657348
"1400 Market St, San Diego, CA 92101, USA",32.711562,-117.1519318
"3900 Del Mar Heights Rd, San Diego, CA 92130, USA",32.9563421,-117.2230601
"3900 Orange Ave, San Diego, CA 92105, USA",32.7532515,-117.1106005
"8200 Jamacha Rd, San Diego, CA 92114, USA",32.7164111,-117.0294955
"9400 Clairemont Mesa Blvd, San Diego, CA 92123, USA",32.8315131,-117.1266872
"10000 Friars Rd, San Diego, CA 92124, USA",32.7888528,-117.1116335
"13000 Paseo Lucido, San Diego, CA 92128, USA",32.9968565,-117.0677751
"10700 Black Mountain Rd, San Diego, CA 92126, USA",32.9136738,-117.1245749
"5400 Mt Alifan Dr, San Diego, CA 92111, USA",32.8172806,-117.1807777
"9100 Ruffin Rd, San Diego, CA 92123, USA",32.8396599,-117.1277491
"2300 Fort Stockton Dr, San Diego, CA 92103, USA",32.7555273,-117.1869153
"Quince Dr, San Diego, CA 92103, USA",32.7366535,-117.1589209
"Fairmount Ave, San Diego, CA, USA",32.7564526,-117.1008201
"2400 Grove Ave, San Diego, CA 92154, USA",32.5730431,-117.0825111
"9700 Genesee Ave, La Jolla, CA 92037, USA",32.8799329,-117.2167091
"600 University Ave, San Diego, CA 92103, USA",32.7485038,-117.1593715
"2800 Garnet Ave, San Diego, CA 92109, USA",32.8061675,-117.2189142
"6000 Parkside Ave, San Diego, CA 92139, USA",32.6662021,-117.0573643
"6500 El Cajon Blvd, San Diego, CA 92115, USA",32.7665698,-117.059316
"5000 Market St, San Diego, CA 92102, USA",32.7104777,-117.0871196
"1800 National Ave, San Diego, CA 92113, USA",32.702058,-117.1465016
"3400 Camino del Rio S, San Diego, CA 92108, USA",32.7768515,-117.1203189
"3500 Meade Ave, San Diego, CA 92116, USA",32.7572109,-117.1179268
"4200 Ingraham St, San Diego, CA 92109, USA",32.7950365,-117.239384
"3600 University Ave, San Diego, CA 92104, USA",32.7497382,-117.1155883
"Harcourt Dr, San Diego, CA 92123, USA",32.7916883,-117.1203675
"1800 Hotel Cir S, San Diego, CA 92108, USA",32.7592417,-117.1793148
"2900 Sunset Cliffs Blvd, San Diego, CA 92107, USA",32.7543192,-117.2368453
"8900 Towne Centre Dr, San Diego, CA 92122, USA",32.8674247,-117.2073906
"9800 Carmel Mountain Rd, San Diego, CA 92129, USA",32.9599383,-117.115876
"4500 El Cajon Blvd, San Diego, CA 92115, USA",32.7553282,-117.0975753
"Damon Ave, San Diego, CA 92109, USA",32.8085618,-117.2184523
"6300 College Grove Way, San Diego, CA 92115, USA",32.7388141,-117.0589785
"800 G St, San Diego, CA 92101, USA",32.7125811,-117.15741
"4400 Home Ave, San Diego, CA 92105, USA",32.7289222,-117.0997803
"5000 Texas St, San Diego, CA 92116, USA",32.7669833,-117.1394899
"4900 70th St, San Diego, CA 92115, USA",32.7676431,-117.0469576
"300 Laurel St, San Diego, CA 92101, USA",32.7313873,-117.1617906
"4200 Twain Ave, San Diego, CA 92120, USA",32.785023,-117.101517
"800 San Diego Pl, San Diego, CA 92109, USA",32.7598098,-117.2488845
"1400 G St, San Diego, CA 92101, USA",32.7126034,-117.1519577
"1700 Euclid Ave, San Diego, CA 92105, USA",32.7229292,-117.0852033
"677 Seventh Ave #412, San Diego, CA 92101, USA",32.7123709,-117.1576329
"3900 Arverne St, San Diego, CA 92111, USA",32.8155841,-117.1702739
"8500 Clairemont Mesa Blvd, San Diego, CA 92111, USA",32.8329068,-117.1433633
"9800 Genesee Ave, La Jolla, CA 92037, USA",32.8808306,-117.2182131
"6300 College Grove Way, San Diego, CA 92115, USA",32.7388141,-117.0589785
"200 W Broadway, San Diego, CA 92101, USA",32.7158733,-117.1645658
"4200 Milton St, San Diego, CA 92110, USA",32.78469949999999,-117.2054601
"3600 Murphy Canyon Rd, San Diego, CA 92123, USA",32.807694,-117.116291
"Mercury St, San Diego, CA 92111, USA",32.8275498,-117.1488402
"700 S Woodman St, San Diego, CA 92114, USA",32.696318,-117.0507938
"4700 Imperial Ave, San Diego, CA 92113, USA",32.7043817,-117.0936468
"3500 Market St, San Diego, CA 92102, USA",32.7116315,-117.1179566
"1300 Briarwood Rd, San Diego, CA 92139, USA",32.6822907,-117.0312349
"19th St, San Diego, CA, USA",32.7115416,-117.1467184
"San Diego, CA, USA",32.715738,-117.1610838
"10000 Tierrasanta Blvd, San Diego, CA 92124, USA",32.8232849,-117.1125979
"4100 Valeta St, San Diego, CA 92110, USA",32.747513,-117.2292025
"4600 Soria Dr, San Diego, CA 92115, USA",32.7618455,-117.0670648
"4100 Ashford St, San Diego, CA 92111, USA",32.8177006,-117.1619394
"4200 Mission Bay Dr, San Diego, CA 92109, USA",32.7981001,-117.2114506
"400 Hotel Cir S, San Diego, CA 92108, USA",32.759391,-117.1770078
"2000 Irving Ave, San Diego, CA 92113, USA",32.7027595,-117.1402687
"4000 Wabash Ave, San Diego, CA 92104, USA",32.7499573,-117.1210768
"2900 Reynard Way, San Diego, CA 92103, USA",32.7356653,-117.1695066
"1900 Grand Ave, San Diego, CA 92109, USA",32.7991671,-117.2347736
"1900 Balboa Ave, San Diego, CA 92109, USA",32.7993994,-117.2342261
"2700 Morena Blvd, San Diego, CA 92117, USA",32.7907494,-117.2061008
"1800 Cross St, San Diego, CA 92110, USA",32.7752481,-117.1911576
"1200 Cesar E. Chavez Pkwy, San Diego, CA 92113, USA",32.6990344,-117.1466185
"300 S 47th St, San Diego, CA 92113, USA",32.7023092,-117.0937479
"2400 Juan St, San Diego, CA 92103, USA",32.752738,-117.1920214
"3500 Meade Ave, San Diego, CA 92116, USA",32.7572109,-117.1179268
"9600 Aero Dr, San Diego, CA 92123, USA",32.8087904,-117.121975
"6100 Mission Gorge Rd, San Diego, CA 92120, USA",32.7850022,-117.0977572
"Front St, San Diego, CA, USA",32.7324099,-117.1648615
"3700 Santo Rd, San Diego, CA 92124, USA",32.8097783,-117.1053976
"100 47th St, San Diego, CA 92102, USA",32.7042169,-117.093725
"3600 Boren St, San Diego, CA 92115, USA",32.7447355,-117.0595193
"3800 Winona Ave, San Diego, CA 92105, USA",32.7471384,-117.0884707
"4200 Texas St, San Diego, CA 92104, USA",32.7544011,-117.1390937
"4100 El Cajon Blvd, San Diego, CA 92105, USA",32.7552572,-117.1071909
"3400 Midway Dr, San Diego, CA 92110, USA",32.7505314,-117.2120812
"2300 Garnet Ave, San Diego, CA 92109, USA",32.8026293,-117.2280121
"4200 52nd St, San Diego, CA 92115, USA",32.7530594,-117.0836301
"5100 El Cajon Blvd, San Diego, CA 92115, USA",32.7575208,-117.0844878
"8400 Genesee Ave, San Diego, CA 92122, USA",32.8673729,-117.2138611
"1900 Elm Ave, San Diego, CA 92154, USA",32.5806375,-117.0926564
"3900 Florida St, San Diego, CA 92104, USA",32.7484401,-117.1437389
"7600 Balboa Ave, San Diego, CA 92111, USA",32.8223491,-117.1594129
"1700 University Ave, San Diego, CA 92103, USA",32.7485664,-117.1478166
"4800 Nobel Dr, San Diego, CA 92122, USA",32.8654659,-117.2085374
"Kaibab Ct, San Diego, CA 92117, USA",32.796529,-117.1975776
"3000 Del Mar Heights Rd, Del Mar, CA 92014, USA",32.9511777,-117.2416961
"700 University Ave, San Diego, CA 92103, USA",32.7483671,-117.1583865
"4300 University Ave, San Diego, CA 92105, USA",32.7498668,-117.1015222
"4100 Chamoune Ave, San Diego, CA 92105, USA",32.7514169,-117.0965734
"500 Saturn Blvd, San Diego, CA 92154, USA",32.5862381,-117.09268
"5600 Balboa Ave, San Diego, CA 92111, USA",32.8204902,-117.1798474
"3800 Camino Del Rio W, San Diego, CA 92110, USA",32.75423350000001,-117.2051213
"4200 Market St, San Diego, CA 92102, USA",32.7114963,-117.1046852
"2200 Famosa Blvd, San Diego, CA 92107, USA",32.7440019,-117.2345075
"Park Blvd, San Diego, CA, USA",32.73307,-117.1460828
"11500 Carmel Mountain Rd, San Diego, CA 92128, USA",32.9791096,-117.0835457
"1600 Ulric St, San Diego, CA 92111, USA",32.7739637,-117.1678953
"4200 Market St, San Diego, CA 92102, USA",32.7114963,-117.1046852
"2900 Pacific Hwy, San Diego, CA 92101, USA",32.7335773,-117.1762628
"11400 Matinal Cir, San Diego, CA 92127, USA",33.0303106,-117.0838476
"7700 Friars Rd, San Diego, CA 92108, USA",32.7739945,-117.1563112
"5100 Monroe Ave, San Diego, CA 92115, USA",32.7589842,-117.084661
"3400 Pickett St, San Diego, CA 92110, USA",32.7559874,-117.2071236
"1100 Pacific Beach Dr, San Diego, CA 92109, USA",32.7921659,-117.248288
"7300 Girard Ave, La Jolla, CA 92037, USA",32.8374132,-117.2719744
"5300 Napa St, San Diego, CA 92110, USA",32.7657516,-117.1983687
"300 26th St, San Diego, CA 92102, USA",32.7084561,-117.1381363
"3100 Landis St, San Diego, CA 92104, USA",32.7455991,-117.1271501
"9700 Friars Rd, San Diego, CA 92123, USA",32.7879091,-117.1160042
"9700 Friars Rd, San Diego, CA 92123, USA",32.7879091,-117.1160042
"6500 Mission Gorge Rd, San Diego, CA 92120, USA",32.7908786,-117.097697
"6500 Skyline Dr, San Diego, CA 92114, USA",32.7012973,-117.0580479
"9100 La Jolla Shores Dr, La Jolla, CA 92037, USA",32.866441,-117.2533753
"6400 Akins Ave, San Diego, CA 92114, USA",32.7107016,-117.0597186
"7000 Friars Rd, San Diego, CA 92108, USA",32.7693892,-117.1701881
"Mira Mesa Blvd, San Diego, CA, USA",32.9095112,-117.159492
"4600 Zion Ave, San Diego, CA 92120, USA",32.793184,-117.0955388
"8900 Mira Mesa Blvd, San Diego, CA 92126, USA",32.9138568,-117.1329459
"2200 Bolinas St, San Diego, CA 92107, USA",32.7460196,-117.2370124
"7300 Golfcrest Pl, San Diego, CA 92119, USA",32.8022738,-117.0390002
"7300 Golfcrest Pl, San Diego, CA 92119, USA",32.8022738,-117.0390002
"900 Beyer Way, San Diego, CA 92154, USA",32.5808207,-117.0627589
"4900 Logan Ave, San Diego, CA 92113, USA",32.6968041,-117.0893528
"1600 Thomas Ave, San Diego, CA 92109, USA",32.7969081,-117.2399371
"3700 Swift Ave, San Diego, CA 92104, USA",32.7463227,-117.1195902
"10700 Calle Mar De Mariposa, San Diego, CA 92130, USA",32.913436,-117.2279683
"800 S 45th St, San Diego, CA 92113, USA",32.6976952,-117.0982312
"1900 Garnet Ave, San Diego, CA 92109, USA",32.8010031,-117.2353178
"1000 S 38th St, San Diego, CA 92113, USA",32.69604,-117.112461
"4100 54th St, San Diego, CA 92115, USA",32.7516723,-117.0797367
"3800 Pershing Ave, San Diego, CA 92104, USA",32.7475832,-117.1346645
"3800 41st St, San Diego, CA 92105, USA",32.7478055,-117.1069558
"5100 Monroe Ave, San Diego, CA 92115, USA",32.7589842,-117.084661
"2100 S Woodman St, San Diego, CA 92139, USA",32.6870589,-117.0454705
"3500 El Cajon Blvd, San Diego, CA 92104, USA",32.7553088,-117.1179072
"7900 Balboa Ave, San Diego, CA 92111, USA",32.8218259,-117.1530962
"6300 University Ave, San Diego, CA 92115, USA",32.7542686,-117.0599499
"500 W San Ysidro Blvd, San Diego, CA 92173, USA",32.5565512,-117.056457
"3800 La Jolla Village Dr, La Jolla, CA 92037, USA",32.8710446,-117.2231538
"700 W Broadway, San Diego, CA 92101, USA",32.7157769,-117.1692214
"500 S 58th St, San Diego, CA 92114, USA",32.700176,-117.0732587
"9300 Mira Mesa Blvd, San Diego, CA 92126, USA",32.9172417,-117.1247601
"200 17th St, San Diego, CA 92101, USA",32.707333,-117.1488176
"3800 Redwood St, San Diego, CA 92105, USA",32.7384947,-117.1119949
"Garnet Ave, San Diego, CA, USA",32.8011136,-117.2348311
"4700 Market St, San Diego, CA 92102, USA",32.7114143,-117.0935535
"14th St, San Diego, CA 92101, USA",32.7110276,-117.1519048
"400 Broadway, San Diego, CA 92101, USA",32.716118,-117.166936
"Carmel Valley Rd, San Diego, CA, USA",32.9723699,-117.1510588
"16700 W Bernardo Dr, San Diego, CA 92127, USA",33.0160196,-117.0823764
"5400 Mission Center Rd, San Diego, CA 92108, USA",32.7707848,-117.1549369
"4300 Mission Bay Dr, San Diego, CA 92109, USA",32.7997637,-117.212887
