Full_Address,Address_Lat,Address_Lng
"8800 Mira Mesa Blvd, San Diego, CA 92126, USA",32.9132927,-117.134542
"6800 El Cajon Blvd, San Diego, CA 92115, USA",32.7686782,-117.0514763
"308 S Hamilton St, Saginaw, MI 48602, USA",43.415268,-83.965362
"9800 Aero Dr, San Diego, CA 92123, USA",32.8092986,-117.1176775
"11300 Sorrento Valley Rd, San Diego, CA 92121, USA",32.9079167,-117.2287078
"600 Pennsylvania Ave NW, Washington, DC 20580, USA",38.8926833,-77.02113720000001
"7200 Mohawk St, San Diego, CA 92115, USA",32.76985020000001,-117.0426524
"1327 S Mint St, Charlotte, NC 28203, USA",35.2205194,-80.8575444
"5300 Balboa Ave, San Diego, CA 92117, USA",32.8196556,-117.1825983
"1200 Garnet Ave, San Diego, CA 92109, USA",32.7985546,-117.2480918
"7700 Jackson Dr, San Diego, CA 92119, USA",32.806621,-117.0486622
"2800 Via De La Valle, Del Mar, CA 92014, USA",32.9811414,-117.2475247
"8600 Glenhaven St, San Diego, CA 92123, USA",32.8057965,-117.1425258
"6100 Balboa Ave, San Diego, CA 92111, USA",32.8203967,-117.1760625
"8500 Aero Dr, San Diego, CA 92123, USA",32.8097163,-117.1444965
"4200 49th St N, St. Petersburg, FL 33709, USA",27.8102533,-82.70035650000001
"1300 S 28th St, Philadelphia, PA 19146, USA",39.937013,-75.190693
"800 W Grape St, San Diego, CA 92101, USA",32.7253068,-117.1699741
"10300 Friars Rd, San Diego, CA 92120, USA",32.7910835,-117.1014638
"8900 Twin Trails Dr, San Diego, CA 92129, USA",32.961855,-117.134039
"6200 Carmel Valley Rd, Carmel-By-The-Sea, CA 93923, USA",36.539827,-121.8662847
"7600 Linda Vista Rd, San Diego, CA 92111, USA",32.800933,-117.1581875
"5400 Imperial Ave, San Diego, CA 92114, USA",32.7070865,-117.0787924
"1400 Garnet Ave, San Diego, CA 92109, USA",32.7991845,-117.2444118
"Brooklyn Ave, Brooklyn, NY, USA",40.6530101,-73.9440097
"3700 Voltaire St, San Diego, CA 92107, USA",32.7401125,-117.2289768
"4200 50th St, Des Moines, IA 50310, USA",41.6369866,-93.6881756
"8000 E Girard Ave, Denver, CO 80231, USA",39.6537441,-104.8980514
"1300 10th Ave, Dodge City, KS 67801, USA",37.7600279,-100.0282072
"4600 Seminole Dr, Midland, TX 79703, USA",31.9700084,-102.1313605
"4000 Beyer Blvd, San Diego, CA 92173, USA",32.5584324,-117.0480235
"1000 W Briarfield Dr, San Diego, CA 92109, USA",32.7915752,-117.2499857
"6600 Mission Gorge Rd, San Diego, CA 92120, USA",32.7929621,-117.0976147
"Friars Rd, San Diego, CA, USA",32.7747497,-117.1538667
"9800 Carroll Canyon Rd, San Diego, CA 92131, USA",32.9043578,-117.1146682
"Bernardo Center Dr, California, USA",33.0109645,-117.0855235
"3200 University Ave, Des Moines, IA 50311, USA",41.6000428,-93.6608188
"7600 Carroll Rd, Churubusco, IN 46723, USA",41.1916947,-85.2431562
"2100 Imperial Ave, San Diego, CA 92102, USA",32.7062866,-117.1448991
"1100 W Morena Blvd, San Diego, CA 92110, USA",32.7672006,-117.2001285
"4000 University Ave, Des Moines, IA 50311, USA",41.60034599999999,-93.6714502
"18400 W Bernardo Dr, San Diego, CA 92127, USA",33.0463021,-117.0736773
"4500 Viewridge Ave, San Diego, CA 92123, USA",32.8225493,-117.1250963
"7600 Fay Ave, La Jolla, CA 92037, USA",32.841966,-117.2747193
"I-15, United States",41.1267489,-112.0254595
"6300 Miramar Rd, San Diego, CA 92121, USA",32.8781719,-117.1786781
"8200 Gilman Dr, La Jolla, CA 92093, USA",32.8775777,-117.2337461
"8400 Mira Mesa Blvd, San Diego, CA 92126, USA",32.9130653,-117.1428028
"4400 El Cajon Blvd, San Diego, CA 92115, USA",32.7552984,-117.1001757
"Camino del Este, Santa Fe, NM 87501, USA",35.6952728,-105.9216881
"4000 32nd St, Sacramento, CA 95820, USA",38.53863399999999,-121.4725052
"12600 Del Vino Ct, San Diego, CA 92130, USA",32.9445493,-117.1833183
"1000 University Ave, Rochester, NY 14607, USA",43.1543611,-77.5777707
"2500 Summer St, Houston, TX 77007, USA",29.7730656,-95.384558
"9900 Reagan Rd, San Diego, CA 92126, USA",32.9091774,-117.1471338
"2200 Ocean View Blvd, San Diego, CA 92113, USA",32.7021329,-117.1353225
"4400 W Point Loma Blvd, San Diego, CA 92107, USA",32.7524457,-117.2308802
"4000 Euclid Ave, Dallas, TX 75205, USA",32.8284768,-96.8005161
"3000 Market St, Philadelphia, PA 19104, USA",39.9546024,-75.18383109999999
"Hawthorn St, San Diego, CA, USA",32.7275907,-117.1334626
"200 S 31st St, Temple, TX 76504, USA",31.099268,-97.35855
"4800 El Cajon Blvd, San Diego, CA 92115, USA",32.7561975,-117.0911422
"12500 Oaks N Dr, San Diego, CA 92128, USA",33.0330897,-117.0598999
"8600 Villa La Jolla Dr, La Jolla, CA 92037, USA",32.8648151,-117.2351865
"Convoy St, San Diego, CA 92111, USA",32.8267594,-117.1542287
"11200 Del Diablo St, San Diego, CA 92129, USA",32.9835673,-117.0898423
"2000 Camino Del Rio N, San Diego, CA 92108, USA",32.7701911,-117.1426887
"4000 Genesee Ave, San Diego, CA 92111, USA",32.8157735,-117.1801612
"4700 El Cajon Blvd, San Diego, CA 92115, USA",32.7559604,-117.0929375
"3000 Logan Ave, Belvidere, IL 61008, USA",42.2531668,-88.8211714
"3300 W Florida Ave, Denver, CO 80219, USA",39.6889378,-105.0310973
"3200 University Ave, Des Moines, IA 50311, USA",41.6000428,-93.6608188
"4900 Coronado Ave, San Diego, CA 92107, USA",32.7415761,-117.2529753
"2200 Bacon St, San Diego, CA 92107, USA",32.7520474,-117.246619
"3200 El Cajon Blvd, San Diego, CA 92104, USA",32.7554146,-117.1257773
"2700 El Cajon Blvd, San Diego, CA 92104, USA",32.755384,-117.1351374
"1111 W 24th St a1, Austin, TX 78705, USA",30.2881161,-97.7502008
"11th Ave, New York, NY 10011, USA",40.7452495,-74.0081585
"8500 Golden Ridge Rd, Lakeside, CA 92040, USA",32.8297496,-116.9365123
"1200 Manzana Way, San Diego, CA 92139, USA",32.6904059,-117.0251481
"600 Picador Blvd, San Diego, CA 92154, USA",32.5819054,-117.0614477
"600 Saturn Blvd, San Diego, CA 92154, USA",32.5858042,-117.0926944
"300 W Laurel St, Gillette, WY 82718, USA",44.2755276,-105.5056158
"1400 Pacific Beach Dr, San Diego, CA 92109, USA",32.793358,-117.242813
"10400 Friars Rd, San Diego, CA 92120, USA",32.7906119,-117.0995984
"3700 Swift Ave, San Diego, CA 92104, USA",32.7463227,-117.1195902
"3800 35th St, Mt Rainier, MD 20712, USA",38.9375668,-76.95978269999999
"4900 Waring Rd, San Diego, CA 92120, USA",32.7825294,-117.08713
"4200 Menlo Ave, Los Angeles, CA 90037, USA",34.0071158,-118.289707
"10200 Black Mountain Rd, San Diego, CA 92126, USA",32.9027456,-117.1241047
"1000 Myrtle Way, San Diego, CA 92103, USA",32.7415995,-117.1533859
"2800 Garnet Ave, San Diego, CA 92109, USA",32.8061675,-117.2189142
"4000 San Juan Rd, Hollister, CA 95023, USA",36.8418816,-121.4609888
"4000 La Jolla Village Dr, La Jolla, CA 92037, USA",32.871106,-117.220325
United States,37.09024,-95.712891
"300 N 47th St, Fort Smith, AR 72903, USA",35.3764943,-94.3793795
"6700 Balboa Ave, San Diego, CA 92117, USA",32.820616,-117.1700309
"16900 Pomerado Rd, San Diego, CA 92128, USA",33.0186411,-117.0609958
"8600 Jade Coast Dr, San Diego, CA 92126, USA",32.90244,-117.1382694
"E Twiggs St, Tampa, FL, USA",27.9509405,-82.4534735
"4900 N Marlborough Dr, Whitefish Bay, WI 53217, USA",43.1058974,-87.89681329999999
"7000 Navajo Rd, San Diego, CA 92119, USA",32.803977,-117.0460172
"Santa Fe, NM, USA",35.6869752,-105.937799
"2200 N Torrey Pines Dr, Las Vegas, NV 89108, USA",36.2018496,-115.2326823
"4600 Mission Blvd, Montclair, CA 91762, USA",34.0561928,-117.7035713
"2500 G St, Sacramento, CA 95816, USA",38.5779338,-121.4716886
"5400 Balboa Ave, San Diego, CA 92117, USA",32.81941380000001,-117.1818713
"6900 Miramar Rd, San Diego, CA 92121, USA",32.8786463,-117.1680155
"3500 Lebon Dr, San Diego, CA 92122, USA",32.8688576,-117.2249336
"5800 University Ave, Des Moines, IA 50311, USA",41.6001778,-93.69744980000002
"2012 S 31st St, Temple, TX 76504, USA",31.0813695,-97.366433
"400 Elm St, Fernandina Beach, FL 32034, USA",30.6645428,-81.4629118
"2100 Cable St, Ogilvie, MN 56358, USA",45.8926083,-93.4732642
"16100 Bernardo Center Dr, San Diego, CA 92127, USA",33.008182,-117.0888085
"3800 Chamoune Ave, San Diego, CA 92105, USA",32.7477308,-117.0966072
"1800 Carol St NE, Albuquerque, NM 87112, USA",35.1019317,-106.5307181
"3800 31st St, Mt Rainier, MD 20712, USA",38.936723,-76.96488699999999
"9300 Mira Mesa Blvd, San Diego, CA 92126, USA",32.9172417,-117.1247601
"E Hillside Dr, Broken Arrow, OK 74012, USA",36.07104870000001,-95.7909263
"200 Euclid Ave, Syracuse, NY 13210, USA",43.0360744,-76.12937570000001
"1000 Lincoln Ave, Oneonta, AL 35121, USA",33.9571218,-86.4664
"5400 Montezuma Rd, Montezuma, CO 80435, USA",39.5801599,-105.8675653
"12300 Carmel Mountain Rd, San Diego, CA 92128, USA",32.9871368,-117.0756713
"1600 F St, Bakersfield, CA 93301, USA",35.372677,-119.0233464
"11700 Carmel Mountain Rd, San Diego, CA 92128, USA",32.980523,-117.0799529
"4400 Genesee Ave, San Diego, CA 92117, USA",32.8231378,-117.184624
"1200 W 11th Ave, Denver, CO 80204, USA",39.7335369,-105.0031139
"3900 Townsgate Rd, Thousand Oaks, CA 91361, USA",34.1505891,-118.8196188
"Nathaniel Oaks Dr, Sully, VA 20171, USA",38.8923236,-77.3775514
"S 28th St @ Grand, Louisville, KY 40211, USA",38.241037,-85.799872
"400 S 30th St, Penbrook, PA 17103, USA",40.2772052,-76.84250039999999
"1800 Palm Ave, Manhattan Beach, CA 90266, USA",33.8913915,-118.4010916
"4300 S Orange Ave, Orlando, FL 32806, USA",28.4966738,-81.3759714
"4500 Riviera Shores St, San Diego, CA 92154, USA",32.5729003,-117.0375689
"9800 Genesee Ave, La Jolla, CA 92037, USA",32.8808306,-117.2182131
"Comerica Bank Building, 600 B St, San Diego, CA 92101, USA",32.718147,-117.1585979
"3700 Clairemont Dr, San Diego, CA 92117, USA",32.8082595,-117.201512
"2200 Paseo De Las Americas, San Diego, CA 92154, USA",32.55860080000001,-116.9360601
"5400 University Ave, West Des Moines, IA 50266, USA",41.5976585,-93.78049759999999
"1300 47th St, Sacramento, CA 95819, USA",38.5646327,-121.4465776
"50 W 15th St, New York, NY 10011, USA",40.7374472,-73.995445
"6200 College Ave, Snyder, TX 79549, USA",32.6787767,-100.9139147
"1400 Market St, St. Louis, MO 63103, USA",38.6279367,-90.2015715
"3900 Del Mar Heights Rd, San Diego, CA 92130, USA",32.9563421,-117.2230601
"3900 S Orange Ave, Orlando, FL 32806, USA",28.4995964,-81.3767476
"8200 Jamacha Rd, San Diego, CA 92114, USA",32.7164111,-117.0294955
"9400 Clairemont Mesa Blvd, San Diego, CA 92123, USA",32.8315131,-117.1266872
"10000 Friars Rd, San Diego, CA 92124, USA",32.7888528,-117.1116335
"13000 Paseo Lucido, San Diego, CA 92128, USA",32.9968565,-117.0677751
"10700 Black Mountain Rd, San Diego, CA 92126, USA",32.9136738,-117.1245749
"5400 Mt Alifan Dr, San Diego, CA 92111, USA",32.8172806,-117.1807777
"9100 Ruffin Rd, San Diego, CA 92123, USA",32.8396599,-117.1277491
"2300 Fort Stockton Dr, San Diego, CA 92103, USA",32.7555273,-117.1869153
"Quince Dr, Tallahassee, FL 32308, USA",30.45268,-84.2503419
"Fairmount Ave, Philadelphia, PA, USA",39.9664532,-75.1579586
"2400 Grove Ave, Richmond, VA 23220, USA",37.5533886,-77.4695845
"9700 Genesee Ave, La Jolla, CA 92037, USA",32.8799329,-117.2167091
"600 University Ave, Toronto, ON M5G 1X5, Canada",43.6576736,-79.3909438
"2800 Garnet Ave, San Diego, CA 92109, USA",32.8061675,-117.2189142
"6000 S Parkside Ave, Chicago, IL 60638, USA",41.783384,-87.7634286
"6500 El Cajon Blvd, San Diego, CA 92115, USA",32.7665698,-117.059316
"5000 Market St, Philadelphia, PA 19139, USA",39.9592253,-75.22112770000001
"1800 National Ave, New Bern, NC 28560, USA",35.1246082,-77.05183650000001
"3400 Camino del Rio S, San Diego, CA 92108, USA",32.7768515,-117.1203189
"3500 Meade Ave, Las Vegas, NV 89102, USA",36.13679140000001,-115.1874801
"4200 Ingraham St, San Diego, CA 92109, USA",32.7950365,-117.239384
"3600 University Ave And, N Midvale Blvd, Madison, WI 53705, USA",43.0756611,-89.4492619
"Harcourt Dr, Akron, OH 44313, USA",41.112133,-81.5643549
"1800 Hotel Cir S, San Diego, CA 92108, USA",32.7592417,-117.1793148
"2900 Sunset Cliffs Blvd, San Diego, CA 92107, USA",32.7543192,-117.2368453
"8900 Towne Centre Dr, San Diego, CA 92122, USA",32.8674247,-117.2073906
"9800 Carmel Mountain Rd, San Diego, CA 92129, USA",32.9599383,-117.115876
"4500 El Cajon Blvd, San Diego, CA 92115, USA",32.7553282,-117.0975753
"Damon Ave, San Diego, CA 92109, USA",32.8085618,-117.2184523
"6300 College Grove Way, San Diego, CA 92115, USA",32.7388141,-117.0589785
"800 G St, Antioch, CA 94509, USA",38.01248229999999,-121.8139783
"4400 Home Ave, San Diego, CA 92105, USA",32.7289222,-117.0997803
"5000 Main St #50, The Colony, TX 75056, USA",33.0817026,-96.8908994
"4900 W 70th St, Prairie Village, KS 66208, USA",39.0026261,-94.64223009999999
"300 Laurel St, Vallejo, CA 94591, USA",38.0926956,-122.228229
"4200 E Twain Ave, Las Vegas, NV 89121, USA",36.1222688,-115.0828099
"800 San Diego Pl, San Diego, CA 92109, USA",32.7598098,-117.2488845
"1400 G St, Woodbridge, VA 22191, USA",38.6636037,-77.2570837
"1700 Euclid Ave, Cleveland, OH 44115, USA",41.500752,-81.67965099999999
"3900 Arverne St, San Diego, CA 92111, USA",32.8155841,-117.1702739
"8500 Clairemont Mesa Blvd, San Diego, CA 92111, USA",32.8329068,-117.1433633
"9800 Genesee Ave, La Jolla, CA 92037, USA",32.8808306,-117.2182131
"6300 College Grove Way, San Diego, CA 92115, USA",32.7388141,-117.0589785
"200 W Broadway, Glendale, CA 91210, USA",34.146414,-118.2573587
"Milton St, Greensboro, NC 27403, USA",36.0658192,-79.82563449999999
"3600 Murphy Canyon Rd, San Diego, CA 92123, USA",32.807694,-117.116291
"300 W Mercury St, Butte, MT 59701, USA",46.0107645,-112.541126
"700 S Woodman St, San Diego, CA 92114, USA",32.696318,-117.0507938
"4700 Imperial Ave, San Diego, CA 92113, USA",32.7043817,-117.0936468
"3500 Market St, San Francisco, CA 94131, USA",37.7564294,-122.4421677
"1300 Briarwood Rd NE, Atlanta, GA 30319, USA",33.8529379,-84.3362307
"W 19th St, Houston, TX 77008, USA",29.8027803,-95.410146
"10000 Tierrasanta Blvd, San Diego, CA 92124, USA",32.8232849,-117.1125979
"4100 Valeta St, San Diego, CA 92110, USA",32.747513,-117.2292025
"4600 Soria Dr, San Diego, CA 92115, USA",32.7618455,-117.0670648
"8620 Spectrum Center Blvd, San Diego, CA 92123, USA",32.8272973,-117.1418509
"4200 Mission Bay Dr, San Diego, CA 92109, USA",32.7981001,-117.2114506
"2850 S Circle Dr, Colorado Springs, CO 80906, USA",38.7973216,-104.7924797
"2000 Irving Ave S, Minneapolis, MN 55405, USA",44.962476,-93.3000069
"4000 Wabash Ave, Kansas City, MO 64130, USA",39.0535624,-94.5550888
"2900 Reynard Way, San Diego, CA 92103, USA",32.7356653,-117.1695066
"1900 Grand Ave, St Paul, MN 55105, USA",44.9398383,-93.1807509
"1900 Balboa Ave, Del Mar, CA 92014, USA",32.9654774,-117.2633954
"2700 Morena Blvd, San Diego, CA 92117, USA",32.7907494,-117.2061008
"1800 E Cross St, Pensacola, FL 32503, USA",30.4436304,-87.1976431
"1200 Cesar E. Chavez Pkwy, San Diego, CA 92113, USA",32.6990344,-117.1466185
"300 S 47th St, Renton, WA 98055, USA",47.43729,-122.214009
"Juan St, Aspen, CO 81611, USA",39.187205,-106.8235438
"3500 Meade Ave, Las Vegas, NV 89102, USA",36.13679140000001,-115.1874801
"6100 Mission Gorge Rd, San Diego, CA 92120, USA",32.7850022,-117.0977572
"115 S Front St, Dardanelle, AR 72834, USA",35.2198999,-93.15270269999999
"3700 Santo Rd, San Diego, CA 92124, USA",32.8097783,-117.1053976
"100 W 47th St, New York, NY 10036, USA",40.758019,-73.9817964
"3600 Boren Ave, Seattle, WA 98121, USA",47.6185204,-122.3352659
"3800 Winona Way, North Highlands, CA 95660, USA",38.6516548,-121.3756266
"4200 Texas St, San Diego, CA 92104, USA",32.7544011,-117.1390937
"4100 El Cajon Blvd, San Diego, CA 92105, USA",32.7552572,-117.1071909
"3400 Midway Dr, Santa Rosa, CA 95405, USA",38.4490207,-122.6773209
"2300 Garnet Ave, San Diego, CA 92109, USA",32.8026293,-117.2280121
"4200 52nd St, Bladensburg, MD 20710, USA",38.9413934,-76.9309285
"5100 El Cajon Blvd, San Diego, CA 92115, USA",32.7575208,-117.0844878
"8400 Genesee Ave, San Diego, CA 92122, USA",32.8673729,-117.2138611
"1900 Elm St, Dallas, TX 75201, USA",32.7817576,-96.79553059999999
"3900 Florida Ave N, Minneapolis, MN 55427, USA",45.0266046,-93.36231839999999
"7600 Balboa Ave, San Diego, CA 92111, USA",32.8223491,-117.1594129
"1700 University Ave NE, Minneapolis, MN 55413, USA",45.00547700000001,-93.263397
"4800 Nobel Dr, San Diego, CA 92122, USA",32.8654659,-117.2085374
"3000 Del Mar Heights Rd, Del Mar, CA 92014, USA",32.9511777,-117.2416961
"Ontario Power Building, 700 University Ave, Toronto, ON M5G 1X6, Canada",43.6588089,-79.39098919999999
"4300 University Ave, Bakersfield, CA 93306, USA",35.4054464,-118.9451771
"4100 Chamoune Ave, San Diego, CA 92105, USA",32.7514169,-117.0965734
"500 Saturn Blvd, San Diego, CA 92154, USA",32.5862381,-117.09268
"5600 Balboa Ave, San Diego, CA 92111, USA",32.8204902,-117.1798474
"3800 Camino Del Rio W, San Diego, CA 92110, USA",32.75423350000001,-117.2051213
"4200 Market St, Philadelphia, PA 19104, USA",39.9576572,-75.2060794
"2200 Famosa Blvd, San Diego, CA 92107, USA",32.7440019,-117.2345075
"3720 S Dearborn St, Chicago, IL 60609, USA",41.8268503,-87.6279965
"11500 Carmel Mountain Rd, San Diego, CA 92128, USA",32.9791096,-117.0835457
"1600 Ulric St, San Diego, CA 92111, USA",32.7739637,-117.1678953
"4200 Market St, Philadelphia, PA 19104, USA",39.9576572,-75.2060794
"2900 Pacific Hwy, San Diego, CA 92101, USA",32.7335773,-117.1762628
"11400 Matinal Cir, San Diego, CA 92127, USA",33.0303106,-117.0838476
"7700 Friars Rd, San Diego, CA 92108, USA",32.7739945,-117.1563112
"5100 Monroe Ave, Gulfport, MS 39507, USA",30.4139818,-89.0500158
"3400 Pickett Rd, Durham, NC 27705, USA",35.97582999999999,-78.978466
"1100 Pacific Beach Dr, San Diego, CA 92109, USA",32.7921659,-117.248288
"7300 Girard Ave, La Jolla, CA 92037, USA",32.8374132,-117.2719744
"300 26th St, Bay City, MI 48708, USA",43.57653029999999,-83.89645290000001
"3100 Landis St, Pittsburgh, PA 15204, USA",40.4564816,-80.0555845
"9700 Friars Rd, San Diego, CA 92123, USA",32.7879091,-117.1160042
"9700 Friars Rd, San Diego, CA 92123, USA",32.7879091,-117.1160042
"6500 Mission Gorge Rd, San Diego, CA 92120, USA",32.7908786,-117.097697
"6500 Skyline Dr, Corona, CA 92882, USA",33.8421613,-117.5980717
"9100 La Jolla Shores Dr, La Jolla, CA 92037, USA",32.866441,-117.2533753
"6400 Akins Ave, San Diego, CA 92114, USA",32.7107016,-117.0597186
"7000 Friars Rd, San Diego, CA 92108, USA",32.7693892,-117.1701881
"Mira Mesa Blvd, San Diego, CA, USA",32.9095112,-117.159492
"4600 Zion Ave, San Diego, CA 92120, USA",32.793184,-117.0955388
"8900 Mira Mesa Blvd, San Diego, CA 92126, USA",32.9138568,-117.1329459
"2200 Bolinas St, Hesperia, CA 92344, USA",34.43581710000001,-117.4221538
"7300 Golfcrest Pl, San Diego, CA 92119, USA",32.8022738,-117.0390002
"7300 Golfcrest Pl, San Diego, CA 92119, USA",32.8022738,-117.0390002
"900 Beyer Way, San Diego, CA 92154, USA",32.5808207,-117.0627589
"4900 Logan Ave, Belvidere, IL 61008, USA",42.2530997,-88.8208159
"1600 Thomas Ave, Charlotte, NC 28205, USA",35.2247227,-80.8108503
"3700 Swift Ave, San Diego, CA 92104, USA",32.7463227,-117.1195902
"10700 Calle Mar De Mariposa, San Diego, CA 92130, USA",32.913436,-117.2279683
"800 S 45th St, Louisville, KY 40211, USA",38.2484048,-85.8275257
"1900 Garnet Ave, San Diego, CA 92109, USA",32.8010031,-117.2353178
"1000 S 38th St, Louisville, KY 40211, USA",38.2450664,-85.8159345
"4100 54th St, Bladensburg, MD 20710, USA",38.9393866,-76.92711299999999
"3800 Pershing Ave, Fort Worth, TX 76107, USA",32.7355064,-97.3733288
"3800 W 41st St, Sioux Falls, SD 57106, USA",43.515095,-96.7732192
"5100 Monroe Ave, Gulfport, MS 39507, USA",30.4139818,-89.0500158
"2100 S Woodman St, San Diego, CA 92139, USA",32.6870589,-117.0454705
"3500 El Cajon Blvd, San Diego, CA 92104, USA",32.7553088,-117.1179072
"7900 Balboa Ave, San Diego, CA 92111, USA",32.8218259,-117.1530962
"6300 University Ave, Middleton, WI 53562, USA",43.0933412,-89.4904234
"500 W San Ysidro Blvd, San Diego, CA 92173, USA",32.5565512,-117.056457
"3800 La Jolla Village Dr, La Jolla, CA 92037, USA",32.8710446,-117.2231538
"700 W Broadway St, North Little Rock, AR 72114, USA",34.7567577,-92.2772741
"500 S 58th St, Killeen, TX 76543, USA",31.1017004,-97.6938377
"9300 Mira Mesa Blvd, San Diego, CA 92126, USA",32.9172417,-117.1247601
"200 17th St, Brooklyn, NY 11215, USA",40.6642711,-73.9925871
"3800 Redwood Dr, Holiday, FL 34691, USA",28.1912502,-82.75133869999999
"Garnet Ave, San Diego, CA, USA",32.8011136,-117.2348311
"4700 Market Street (Route 1489), Fredericksburg, VA 22408, USA",38.2434889,-77.49346899999999
"E 14th St, New York, NY, USA",40.7313474,-73.9825664
"400 Broadway, Hastings-On-Hudson, NY 10706, USA",40.991587,-73.87776939999999
"Carmel Valley Rd, California, USA",36.534108,-121.8512145
"16700 W Bernardo Dr, San Diego, CA 92127, USA",33.0160196,-117.0823764
"5400 Mission Center Rd, San Diego, CA 92108, USA",32.7707848,-117.1549369
"4300 Mission Bay Dr, San Diego, CA 92109, USA",32.7997637,-117.212887
"8500 Jamacha Rd, Spring Valley, CA 91977, USA",32.714889,-117.0176351
